iter	Logloss
230	0.347640001
231	0.3475364059
232	0.3474340135
233	0.34725738
234	0.3471402621
235	0.3469880423
236	0.346904842
237	0.3467900629
238	0.3467118409
239	0.3466433515
240	0.346540884
241	0.3463197852
242	0.3460881117
243	0.3460245468
244	0.3458619609
245	0.345795972
246	0.3457257957
247	0.3455509014
248	0.3454651851
249	0.3453226946
250	0.3451763058
251	0.3450798446
252	0.3450054329
253	0.3449309256
254	0.3448361243
255	0.3446727283
256	0.344596176
257	0.3445144278
258	0.3444219165
259	0.3443729195
260	0.3443247873
261	0.344232992
262	0.3441440827
263	0.3439925641
264	0.3439231652
265	0.343842341
266	0.3437701537
267	0.3437142662
268	0.3436361951
269	0.3435943911
270	0.3435492829
271	0.3434130103
272	0.3433701315
273	0.3433149565
274	0.343253157
275	0.3431958528
276	0.3430059582
277	0.3429395663
278	0.3428759703
279	0.3428035117
280	0.342730858
281	0.3426146112
282	0.3425107558
283	0.3424524323
284	0.3424050067
285	0.342329141
286	0.3422916027
287	0.3422014285
288	0.3421486694
289	0.3420433482
290	0.3419882205
291	0.3418763927
292	0.3418256831
293	0.341682749
294	0.3416384471
295	0.3415956432
296	0.3415211823
297	0.3414557625
298	0.3413750072
299	0.341253474
300	0.3412056967
301	0.3410917156
302	0.341037952
303	0.3409649076
304	0.3408815348
305	0.3407930393
306	0.3406839328
307	0.3406259318
308	0.3405850931
309	0.3405433254
310	0.3405038736
311	0.3404412127
312	0.3404066511
313	0.340361182
314	0.3402365231
315	0.340199261
316	0.3401452493
317	0.3400167184
318	0.3399623629
319	0.3399111279
320	0.3398622477
321	0.3398218689
322	0.3397693855
323	0.3397303323
324	0.3397006317
325	0.3396245569
326	0.3395960682
327	0.3395734105
328	0.3395304075
329	0.3394835398
330	0.3394248935
331	0.339391594
332	0.3393290549
333	0.3392888126
334	0.339261512
335	0.3392138617
336	0.3391589315
337	0.3390526828
338	0.3390192282
339	0.3389788251
340	0.3388611307
341	0.338815561
342	0.3387175133
343	0.3386048301
344	0.3385686919
345	0.3385476457
346	0.338460192
347	0.3384003401
348	0.3383607988
349	0.3382346357
350	0.3381439489
351	0.3381090594
352	0.3379762955
353	0.3379318361
354	0.3378767741
355	0.3378120743
356	0.3377954541
357	0.3377661156
358	0.3377035866
359	0.3376419458
360	0.3375982485
361	0.3375340063
362	0.3374127177
363	0.3373150364
364	0.3372337045
365	0.3371735689
366	0.3370950599
367	0.3370478982
368	0.3369836661
369	0.3368783599
370	0.3368370205
371	0.3368003868
372	0.3367827689
373	0.3367038309
374	0.3366749266
375	0.3365747031
376	0.3365357236
377	0.3364602381
378	0.3364356113
379	0.3364121944
380	0.3363789357
381	0.3363261329
382	0.336291267
383	0.3362147718
384	0.3361826843
385	0.3361459332
386	0.3361235215
387	0.3360651856
388	0.3360266038
389	0.3359958366
390	0.3359519696
391	0.335911844
392	0.3358755325
393	0.3358326702
394	0.3357798376
395	0.3356943341
396	0.3356089167
397	0.3355956291
398	0.3355538298
399	0.33548222
400	0.335433044
401	0.3354088902
402	0.3353931825
403	0.3353533708
404	0.3353154523
405	0.3352559244
406	0.3352269737
407	0.3351642998
408	0.3351313045
409	0.3350485657
410	0.3350018664
411	0.3349383133
412	0.3349070242
413	0.3348739787
414	0.3348542671
415	0.3348093617
416	0.3347772655
417	0.3347093533
418	0.3346699967
419	0.3346291995
420	0.3345959907
421	0.3345722457
422	0.3345438538
423	0.3345134692
424	0.3344900413
425	0.334462278
426	0.3344400849
427	0.3344030496
428	0.3343216137
429	0.3342747354
430	0.3342509296
431	0.3342272662
432	0.3341849631
433	0.3340879031
434	0.3340435568
435	0.3340057128
436	0.3339782036
437	0.3339678469
438	0.3339406964
439	0.3339265587
440	0.3338402901
441	0.3337873471
442	0.3337277696
443	0.333682146
444	0.3336498029
445	0.3335900543
446	0.333528027
447	0.3335008976
448	0.3334611436
449	0.3334532267
450	0.3333684784
451	0.3333211647
452	0.33328656
453	0.3332671011
454	0.3332440014
455	0.333199299
456	0.333154084
457	0.3331128228
458	0.3330759227
459	0.3330410451
460	0.3330193044
461	0.3330087685
462	0.3329791818
463	0.3329523797
464	0.3328677115
465	0.3328551391
466	0.3328321084
467	0.3327907286
468	0.3327627134
469	0.332733307
470	0.3326857691
471	0.3326642052
472	0.3326277206
473	0.3326109172
474	0.3325972706
475	0.3325701449
476	0.3325448345
477	0.33249175
478	0.332427393
479	0.3324052036
480	0.3323874054
481	0.3323780343
482	0.3323609971
483	0.3323203821
484	0.3322450824
485	0.3322139594
486	0.3321247692
487	0.3320530225
488	0.332007661
489	0.3319640328
490	0.3319065379
491	0.3318747952
492	0.3317701802
493	0.3317437558
494	0.3317209258
495	0.331708974
496	0.3317000024
497	0.3316391957
498	0.3315979841
499	0.3315301844
500	0.3314850531
501	0.3314735589
502	0.3314317991
503	0.3314069016
504	0.3313825843
505	0.3313361064
506	0.3313125786
507	0.3312526878
508	0.3312229343
509	0.3311746668
510	0.3311525459
511	0.3310992422
512	0.3310355115
513	0.3309851113
514	0.3309453843
515	0.3308912059
516	0.3308687213
517	0.3308345152
518	0.3308167652
519	0.3307509025
520	0.3307364653
521	0.3307145759
522	0.3306477652
523	0.3306096813
524	0.3305574687
525	0.3305367348
526	0.33044587
527	0.3304116138
528	0.3303644187
529	0.3303448222
530	0.3303049586
531	0.3302890789
532	0.3302550977
533	0.3302339428
534	0.3302078754
535	0.3301927671
536	0.3301408713
537	0.3300763916
538	0.3300635154
539	0.3300296571
540	0.329992136
541	0.3299751387
542	0.3299187022
543	0.329876828
544	0.3298451893
545	0.3297960739
546	0.3297741141
547	0.3297616421
548	0.3297294304
549	0.3297063725
550	0.3296490651
551	0.3296228692
552	0.3295660739
553	0.3295527725
554	0.3295285536
555	0.3294995155
556	0.3294624911
557	0.3294242516
558	0.3293786728
559	0.3293569943
560	0.3292965331
561	0.3292306137
562	0.3291946707
563	0.3291769308
564	0.3291598699
565	0.329143577
566	0.3291080139
567	0.3290627264
568	0.3290378423
569	0.3289579619
570	0.3289256985
571	0.3288696747
572	0.3288512786
573	0.3288329305
574	0.3287919577
575	0.328746873
576	0.3287272735
577	0.3287093186
578	0.3286711917
579	0.328650779
580	0.3286211626
581	0.3285914426
582	0.3285823882
583	0.3285509306
584	0.3285209318
585	0.3284824627
586	0.3284140096
587	0.328390432
588	0.3283292135
589	0.3283182372
590	0.3282629441
591	0.3282347242
592	0.3281921661
593	0.3281754745
594	0.3281190321
595	0.328110651
596	0.3280866204
597	0.3280729292
598	0.3280154204
599	0.3279490077
600	0.3279039997
601	0.3278887781
602	0.3278373134
603	0.3278228632
604	0.3277981131
605	0.3277465986
606	0.3276879433
607	0.3276673261
608	0.3276457499
609	0.3275752702
610	0.3275621922
611	0.327539277
612	0.3274845832
613	0.3274599034
614	0.3274231771
615	0.3273995986
616	0.3273767233
617	0.327350053
618	0.3273152878
619	0.3272845834
620	0.327232412
621	0.3272081974
622	0.3271662218
623	0.3271281972
624	0.3270865961
625	0.3270313756
626	0.3270073562
627	0.3269833203
628	0.3268925507
629	0.3268617275
630	0.3268251464
631	0.3268059168
632	0.326802256
633	0.3267839214
634	0.3267625906
635	0.3266911977
636	0.3266521971
637	0.326594365
638	0.3265711446
639	0.3265200801
640	0.3264995234
641	0.3264477096
642	0.3264282247
643	0.3263877596
644	0.3263640821
645	0.3263337437
646	0.3262887707
647	0.3262847146
648	0.3262727957
649	0.3262387072
650	0.3262233873
651	0.3261681004
652	0.3261398887
653	0.3260902381
654	0.3260668414
655	0.326004886
656	0.3259713074
657	0.3259549019
658	0.3259365111
659	0.3259209859
660	0.3258836161
661	0.3258636807
662	0.3258305315
663	0.3258110552
664	0.3257839754
665	0.325727426
666	0.3257109384
667	0.3256934441
668	0.3256618243
669	0.3256093552
670	0.3255854738
671	0.3255452686
672	0.3255221288
673	0.3255026526
674	0.3254895031
675	0.3254591311
676	0.3254250184
677	0.3253601449
678	0.325317901
679	0.325244847
680	0.3251834702
681	0.3251500298
682	0.3251009842
683	0.3250731016
684	0.3250163318
685	0.3249898263
686	0.3249497727
687	0.3249170434
688	0.3249046652
689	0.3248727634
690	0.3248148121
691	0.3248097591
692	0.3247718966
693	0.3247567609
694	0.3247308194
695	0.32468687
696	0.3246116682
697	0.3245816383
698	0.324570555
699	0.3245473885
700	0.3245181088
701	0.3244533532
702	0.3244125646
703	0.3243687052
704	0.3243206222
705	0.3243103724
706	0.324279806
707	0.324241076
708	0.3242007137
709	0.3241779064
710	0.3241703775
711	0.3241460807
712	0.3241111247
713	0.3240572851
714	0.3240372414
715	0.3240116069
716	0.3239513315
717	0.323923487
718	0.3238812578
719	0.323842541
720	0.323823424
721	0.3237946628
722	0.3237473532
723	0.3237335467
724	0.323695893
725	0.3236191419
726	0.3235966625
727	0.3235455085
728	0.3235164632
729	0.3234728369
730	0.3234284442
731	0.3233907304
732	0.3233322263
733	0.3232853304
734	0.3232635876
735	0.3232400513
736	0.3232058334
737	0.3231696177
738	0.3231616322
739	0.3231229795
740	0.3230833881
741	0.3230356988
742	0.322990403
743	0.3229386646
744	0.3228390633
745	0.322823453
746	0.3227945867
747	0.3227782238
748	0.3227497793
749	0.3227049689
750	0.3226877141
751	0.3226484422
752	0.3226088386
753	0.3225809899
754	0.3225446596
755	0.3224605797
756	0.3224458929
757	0.3224317208
758	0.3224184144
759	0.3224034569
760	0.3223381508
761	0.322272711
762	0.3222218579
763	0.3221882827
764	0.322132881
765	0.3220931138
766	0.3220780872
767	0.3220299451
768	0.3219983885
769	0.321952296
770	0.3219243023
771	0.321869756
772	0.321822753
773	0.321799451
774	0.3217867482
775	0.3217606562
776	0.3217579588
777	0.3217121943
778	0.3216846701
779	0.3216216579
780	0.3216000504
781	0.3215657792
782	0.3215414502
783	0.3214784924
784	0.3214128168
785	0.3213591856
786	0.3213204481
787	0.3212830198
788	0.3212061856
789	0.3211654967
790	0.3211407076
791	0.3211232717
792	0.3211045982
793	0.3210700556
794	0.3210504954
795	0.320981243
796	0.3209131776
797	0.3208603053
798	0.3208042835
799	0.320771737
800	0.320748932
801	0.3207421437
802	0.320728617
803	0.3206810076
804	0.320668023
805	0.3206574665
806	0.320608342
807	0.3205667273
808	0.3205152371
809	0.3204654858
810	0.3204470724
811	0.3204072639
812	0.3203892124
813	0.3203568191
814	0.3203157468
815	0.3202871236
816	0.3202531134
817	0.3202041879
818	0.3201846025
819	0.3201723223
820	0.3201512512
821	0.3201141593
822	0.3200491045
823	0.3199916345
824	0.3199845615
825	0.3199729196
826	0.3199420941
827	0.3199091196
828	0.3198919287
829	0.3198156737
830	0.3197765274
831	0.3197287305
832	0.3197138097
833	0.3196943529
834	0.3196304785
835	0.3195973886
836	0.3195181562
837	0.3194803478
838	0.319430628
839	0.3193794206
840	0.3193410198
841	0.3193045107
842	0.3192857498
843	0.3192671359
844	0.3192431866
845	0.3192185631
846	0.3191807045
847	0.3191716918
848	0.319152656
849	0.3190884516
850	0.3190688695
851	0.3190551992
852	0.3190269415
853	0.3189416546
854	0.3188869136
855	0.3188685165
856	0.3188546722
857	0.3188296723
858	0.3187610914
859	0.3187096355
860	0.3186820419
861	0.3186304735
862	0.3185752304
863	0.3185538084
864	0.31851641
865	0.3185013287
866	0.3184925249
867	0.3184552498
868	0.3184062471
869	0.3183685009
870	0.3183252491
871	0.3183066875
872	0.3182869606
873	0.3182503822
874	0.3181666733
875	0.3181518904
876	0.3181003007
877	0.3180487437
878	0.3179906773
879	0.3179579423
880	0.3179348878
881	0.3179207933
882	0.3178660963
883	0.3178360969
884	0.3177880127
885	0.3177609306
886	0.3177299911
887	0.3176919193
888	0.317662032
889	0.3176479534
890	0.3176054436
891	0.3175839767
892	0.3174989502
893	0.3174930575
894	0.317453387
895	0.3174248648
896	0.3174042636
897	0.3173593529
898	0.3173255067
899	0.3172922186
900	0.317275113
901	0.317240364
902	0.3171815783
903	0.3171394299
904	0.3171243876
905	0.3170554976
906	0.3170305281
907	0.3169827551
908	0.3169090338
909	0.3168761768
910	0.3168304184
911	0.3167861446
912	0.3167031718
913	0.3166776319
914	0.3166633565
915	0.3166058467
916	0.3165700051
917	0.3165011569
918	0.3164676332
919	0.316432703
920	0.316393944
921	0.3163651777
922	0.3163013964
923	0.3162845368
924	0.3162194303
925	0.3162169472
926	0.31617802
927	0.3161399971
928	0.3160800275
929	0.316043274
930	0.3160164941
931	0.3159969601
932	0.3159730505
933	0.3159232243
934	0.3159133266
935	0.3158700744
936	0.3158446356
937	0.3158198325
938	0.3157741185
939	0.3157613498
940	0.3157241311
941	0.3157012556
942	0.3156824306
943	0.3156650347
944	0.3156056659
945	0.3155485455
946	0.3155411392
947	0.3155315408
948	0.3154891343
949	0.315456397
950	0.315413559
951	0.3153788821
952	0.315327095
953	0.3153202095
954	0.3152550232
955	0.315201427
956	0.3151863453
957	0.3151619723
958	0.3151136623
959	0.3151090053
960	0.315072082
961	0.3150617116
962	0.3150494621
963	0.3150214843
964	0.3149486017
965	0.3149387104
966	0.3149268826
967	0.3148912804
968	0.3148444255
969	0.3147866289
970	0.3147751085
971	0.3147280072
972	0.3146769536
973	0.3146443082
974	0.3145722054
975	0.3145113794
976	0.3144774547
977	0.3144578718
978	0.3144247983
979	0.3144054761
980	0.3143717524
981	0.3143403967
982	0.3143153896
983	0.314269152
984	0.3142210995
985	0.3141877318
986	0.3141764037
987	0.3141540426
988	0.3141240466
989	0.3141004879
990	0.3140852021
991	0.3140313154
992	0.3140050281
993	0.3139655983
994	0.3139536884
995	0.3139024697
996	0.31385622
997	0.3137881799
998	0.3137293503
999	0.3136491614
1000	0.3136095979
1001	0.3135884284
1002	0.3135720744
1003	0.3135531076
1004	0.3135387638
1005	0.3135140573
1006	0.3134882095
1007	0.3134325692
1008	0.3134188324
1009	0.3133637959
1010	0.3133093148
1011	0.3132786643
1012	0.3132468792
1013	0.3131839376
1014	0.3131160114
1015	0.3130491018
1016	0.313046741
1017	0.3129798152
1018	0.3129727569
1019	0.3129057724
1020	0.3128454202
1021	0.3128082351
1022	0.3127585513
1023	0.3127311611
1024	0.3126826081
1025	0.3126235985
1026	0.3125705195
1027	0.3125274328
1028	0.3124688499
1029	0.3124121783
1030	0.3123594764
1031	0.3123119791
1032	0.3122968233
1033	0.3122376303
1034	0.3122283373
1035	0.3122056686
1036	0.3121280158
1037	0.3120624721
1038	0.3120280819
1039	0.3119996581
1040	0.3119890038
1041	0.3119467909
1042	0.3119089215
1043	0.3118882852
1044	0.311872857
1045	0.3118322598
1046	0.3117835956
1047	0.3117730754
1048	0.3117413559
1049	0.3116729469
1050	0.3116410979
1051	0.3115798932
1052	0.3115477545
1053	0.3115335267
1054	0.3114754842
1055	0.3114057066
1056	0.3113802519
1057	0.3113174583
1058	0.3113035189
1059	0.3112929904
1060	0.3112628049
1061	0.3112124849
1062	0.3111539499
1063	0.3111060532
1064	0.3110499661
1065	0.3109945516
1066	0.3109417205
1067	0.3108872471
1068	0.3108312003
1069	0.3107843835
1070	0.3107647718
1071	0.3107073466
1072	0.3106913812
1073	0.3106443467
1074	0.3105973288
1075	0.3105611831
1076	0.310525326
1077	0.3104676465
1078	0.3104381872
1079	0.3103924947
1080	0.3103802939
1081	0.3103281735
1082	0.3102834859
1083	0.31023888
1084	0.3101839241
1085	0.3101440039
1086	0.3101130072
1087	0.3100651097
1088	0.3100449352
1089	0.3099906901
1090	0.3099772304
1091	0.3099671899
1092	0.309923256
1093	0.3098707694
1094	0.3098070389
1095	0.3097988594
1096	0.3097681232
1097	0.3097156407
1098	0.309665856
1099	0.3096228628
1100	0.3095895391
1101	0.309538273
1102	0.3094586429
1103	0.3094370265
1104	0.3093587623
1105	0.3093254781
1106	0.3093126143
1107	0.309278214
1108	0.309268608
1109	0.3092442724
1110	0.3092316967
1111	0.3091879106
1112	0.3091782739
1113	0.3091014892
1114	0.3090702311
1115	0.3090232958
1116	0.3089835894
1117	0.3089523809
1118	0.3089000719
1119	0.3088908024
1120	0.3088727029
1121	0.3088442362
1122	0.3088347529
1123	0.3088273077
1124	0.308784677
1125	0.3087388282
1126	0.3087274709
1127	0.3086886529
1128	0.3086467773
1129	0.3086006287
1130	0.3085403115
1131	0.3085292228
1132	0.3084831866
1133	0.3084203453
1134	0.3083793571
1135	0.3083108607
1136	0.3082436315
1137	0.3082012559
1138	0.3081577965
1139	0.3081444332
1140	0.3080949758
1141	0.3080748338
1142	0.3079993966
1143	0.3079374214
1144	0.307910028
1145	0.3078394591
1146	0.307800648
1147	0.307781618
1148	0.3077341549
1149	0.307682178
1150	0.3076648379
1151	0.30763492
1152	0.3075802552
1153	0.3075182921
1154	0.3074672559
1155	0.3074621772
1156	0.3074140775
1157	0.3074108398
1158	0.3073545622
1159	0.3072816207
1160	0.3072592617
1161	0.307251519
1162	0.3072070429
1163	0.3071839326
1164	0.3071256031
1165	0.307064715
1166	0.3070130962
1167	0.3069682361
1168	0.3069403124
1169	0.3069225228
1170	0.3068946285
1171	0.3068659705
1172	0.3068263246
1173	0.3067871604
1174	0.3067603817
1175	0.3067323101
1176	0.3066838043
1177	0.3066730578
1178	0.306648947
1179	0.3066101502
1180	0.3065450436
1181	0.30650087
1182	0.3064867938
1183	0.3064351245
1184	0.3063782521
1185	0.3063276065
1186	0.3062800778
1187	0.3062283676
1188	0.3061774624
1189	0.3061725191
1190	0.3061186364
1191	0.3060906748
1192	0.3060782605
1193	0.3060327588
1194	0.3060209513
1195	0.3060069453
1196	0.3059790212
1197	0.3059488314
1198	0.3059271467
1199	0.3058807073
1200	0.3058620796
1201	0.3058029219
1202	0.3057941492
1203	0.3057606321
1204	0.3057273728
1205	0.3056729429
1206	0.3056174098
1207	0.305592915
1208	0.305573555
1209	0.3055268511
1210	0.3055088181
1211	0.3054610718
1212	0.3053955009
1213	0.3053490716
1214	0.3053041902
1215	0.3052947294
1216	0.3052506127
1217	0.305199783
1218	0.3051726438
1219	0.3051363012
1220	0.3050902899
1221	0.3050413641
1222	0.305007918
1223	0.3049664437
1224	0.3049316058
1225	0.3048801062
1226	0.304838954
1227	0.3048185516
1228	0.3047763755
1229	0.3047396351
1230	0.3046655649
1231	0.3045989519
1232	0.3045397009
1233	0.3045009106
1234	0.3044493288
1235	0.3044282717
1236	0.3044166565
1237	0.3044045073
1238	0.3043678067
1239	0.3043637054
1240	0.3043176014
1241	0.3042789735
1242	0.3042194035
1243	0.3041477636
1244	0.3041079553
1245	0.3040777168
1246	0.3040460735
1247	0.3039965678
1248	0.3039710298
1249	0.3039257139
1250	0.3038832448
1251	0.3038714652
1252	0.3038432852
1253	0.3038206747
1254	0.303800652
1255	0.3037922446
1256	0.3037485753
1257	0.303737993
1258	0.3036676572
1259	0.3035986082
1260	0.3035415039
1261	0.3035128499
1262	0.3034669576
1263	0.3034074608
1264	0.3033951923
1265	0.3033561715
1266	0.3033296503
1267	0.3032809527
1268	0.3032391053
1269	0.3031985395
1270	0.3031716736
1271	0.3031618342
1272	0.303118485
1273	0.303073072
1274	0.3030420994
1275	0.3030017782
1276	0.302965553
1277	0.302928003
1278	0.3029021235
1279	0.3028345705
1280	0.3028025077
1281	0.3027484249
1282	0.3026822157
1283	0.302624489
1284	0.3026132464
1285	0.3025790896
1286	0.3025669022
1287	0.3025229208
1288	0.3024926639
1289	0.3024534564
1290	0.3023977922
1291	0.3023329854
1292	0.3023017094
1293	0.302249322
1294	0.30222165
1295	0.3021815096
1296	0.3021179115
1297	0.3020724482
1298	0.3020252179
1299	0.3019925761
1300	0.3019384121
1301	0.3018932117
1302	0.3018420588
1303	0.3018274896
1304	0.3017991242
1305	0.3017752995
1306	0.3017374396
1307	0.3016842748
1308	0.3016684721
1309	0.3016146148
1310	0.3015524608
1311	0.3015091918
1312	0.3014687383
1313	0.3014064457
1314	0.3013934329
1315	0.3013415391
1316	0.3012997303
1317	0.3012597821
1318	0.3012199716
1319	0.3011693392
1320	0.3011176738
1321	0.3010551924
1322	0.3010335185
1323	0.3009923253
1324	0.3009461932
1325	0.3008941807
1326	0.3008706732
1327	0.3008444405
1328	0.3008046224
1329	0.3007435386
1330	0.3006938855
1331	0.3006336893
1332	0.3005806366
1333	0.3005400911
1334	0.3005226634
1335	0.3004819396
1336	0.3004223141
1337	0.3003562322
1338	0.300316446
1339	0.300306857
1340	0.3002572551
1341	0.3002185587
1342	0.3001746232
1343	0.3001310659
1344	0.3001092588
1345	0.3000666115
1346	0.3000241596
1347	0.2999768207
1348	0.2999387262
1349	0.2999151659
1350	0.299897871
1351	0.2998848659
1352	0.2998393207
1353	0.2998031482
1354	0.2997912185
1355	0.2997499627
1356	0.2996900159
1357	0.2996665326
1358	0.2996335072
1359	0.2995748276
1360	0.2995255308
1361	0.299511776
1362	0.2994815375
1363	0.2994443711
1364	0.2994246236
1365	0.29937998
1366	0.2993354836
1367	0.2993004634
1368	0.2992637436
1369	0.2992276866
1370	0.2991689417
1371	0.2991502648
1372	0.299128561
1373	0.2991073752
1374	0.2990757702
1375	0.2990520388
1376	0.2990126228
1377	0.298975685
1378	0.2989030826
1379	0.2988724654
1380	0.2988333125
1381	0.2987694784
1382	0.2987403912
1383	0.2987283727
1384	0.2986735037
1385	0.2986229339
1386	0.2986015954
1387	0.2985531998
1388	0.2985046365
1389	0.2984584508
1390	0.2984205104
1391	0.2983735365
1392	0.2983653794
1393	0.2983409685
1394	0.2982841042
1395	0.2982390495
1396	0.2981915357
1397	0.2981562647
1398	0.2981110196
1399	0.2980904088
1400	0.2980192488
1401	0.2979728282
1402	0.2979333695
1403	0.2978992907
1404	0.297829285
1405	0.297775221
1406	0.2977424583
1407	0.2977213816
1408	0.2977035989
1409	0.2976922577
1410	0.2976686677
1411	0.2976443176
1412	0.2976353135
1413	0.2975910813
1414	0.2975526927
1415	0.2975010858
1416	0.297463756
1417	0.2974193746
1418	0.2973800291
1419	0.2973447954
1420	0.2973352436
1421	0.2972983909
1422	0.2972547395
1423	0.2972203568
1424	0.297210144
1425	0.297190184
1426	0.2971516627
1427	0.2971085471
1428	0.2970461566
1429	0.297018234
1430	0.2969744551
1431	0.2969402712
1432	0.2968833561
1433	0.2968455292
1434	0.2968318606
1435	0.2968025626
1436	0.2967432783
1437	0.2967281066
1438	0.2967060113
1439	0.2966813684
1440	0.2966513914
1441	0.2966489797
1442	0.2966010624
1443	0.2965518175
1444	0.2965422649
1445	0.2965162105
1446	0.2964872775
1447	0.2964314183
1448	0.2963879643
1449	0.296354305
1450	0.2963340146
1451	0.2962882373
1452	0.2962683313
1453	0.2962305352
1454	0.2962262046
1455	0.2961838267
1456	0.2961266562
1457	0.2960842163
1458	0.2960118525
1459	0.2959696936
1460	0.2959304477
1461	0.2958975194
1462	0.2958449044
1463	0.2958063417
1464	0.29577989
1465	0.2957602533
1466	0.2957329296
1467	0.2956847818
1468	0.2956658102
1469	0.2956455004
1470	0.2956051331
1471	0.2955524392
1472	0.2955090826
1473	0.2955047971
1474	0.2954459001
1475	0.2954032297
1476	0.2953566944
1477	0.2953245186
1478	0.2953088113
1479	0.2952715161
1480	0.2952305606
1481	0.295188625
1482	0.2951516254
1483	0.2951290466
1484	0.2950811808
1485	0.2950656317
1486	0.2950267662
1487	0.2950077419
1488	0.2949740343
1489	0.2949260871
1490	0.2948933034
1491	0.2948729078
1492	0.2948303748
1493	0.294784052
1494	0.2947395859
1495	0.2947050249
1496	0.2946598023
1497	0.2946227397
1498	0.2945908339
1499	0.2945876344
1500	0.2945510336
1501	0.2945485209
1502	0.2945163502
1503	0.2944800523
1504	0.2944469005
1505	0.2943999597
1506	0.2943633412
1507	0.2943408472
1508	0.2943095652
1509	0.2942540071
1510	0.2941931093
1511	0.2941611271
1512	0.2941231219
1513	0.2940880998
1514	0.2940485648
