iter	Passed	Remaining
1686	5874	4572
1687	5879	4569
1688	5882	4565
1689	5884	4561
1690	5886	4556
1691	5889	4552
1692	5893	4549
1693	5896	4546
1694	5899	4542
1695	5902	4537
1696	5905	4534
1697	5909	4530
1698	5911	4526
1699	5913	4522
1700	5915	4517
1701	5918	4513
1702	5920	4509
1703	5926	4507
1704	5929	4503
1705	5932	4499
1706	5936	4496
1707	5942	4494
1708	5944	4490
1709	5947	4486
1710	5949	4482
1711	5951	4477
1712	5953	4473
1713	5956	4469
1714	5959	4465
1715	5961	4460
1716	5966	4458
1717	5969	4454
1718	5977	4454
1719	5983	4453
1720	5994	4455
1721	5997	4451
1722	6000	4447
1723	6002	4442
1724	6005	4438
1725	6007	4434
1726	6010	4430
1727	6013	4426
1728	6016	4423
1729	6020	4419
1730	6023	4415
1731	6025	4411
1732	6028	4407
1733	6030	4403
1734	6033	4399
1735	6035	4394
1736	6038	4390
1737	6041	4386
1738	6044	4383
1739	6048	4380
1740	6051	4375
1741	6054	4372
1742	6064	4373
1743	6073	4374
1744	6079	4372
1745	6081	4367
1746	6083	4363
1747	6086	4359
1748	6090	4356
1749	6095	4353
1750	6098	4350
1751	6102	4347
1752	6107	4344
1753	6109	4340
1754	6111	4335
1755	6114	4331
1756	6118	4328
1757	6120	4324
1758	6122	4319
1759	6125	4315
1760	6127	4310
1761	6129	4306
1762	6132	4302
1763	6134	4298
1764	6136	4293
1765	6138	4289
1766	6141	4285
1767	6143	4280
1768	6146	4277
1769	6148	4272
1770	6150	4268
1771	6152	4264
1772	6155	4259
1773	6157	4255
1774	6162	4253
1775	6166	4249
1776	6173	4248
1777	6181	4248
1778	6189	4248
1779	6193	4244
1780	6198	4242
1781	6202	4239
1782	6205	4235
1783	6208	4231
1784	6210	4227
1785	6212	4222
1786	6216	4219
1787	6219	4215
1788	6222	4212
1789	6225	4208
1790	6228	4204
1791	6230	4199
1792	6232	4195
1793	6235	4191
1794	6241	4189
1795	6244	4186
1796	6247	4182
1797	6251	4178
1798	6255	4176
1799	6257	4171
1800	6260	4167
1801	6265	4165
1802	6270	4162
1803	6274	4160
1804	6281	4158
1805	6287	4156
1806	6291	4153
1807	6295	4150
1808	6299	4147
1809	6307	4146
1810	6311	4143
1811	6314	4139
1812	6317	4136
1813	6319	4131
1814	6321	4127
1815	6324	4123
1816	6326	4119
1817	6329	4114
1818	6332	4111
1819	6334	4107
1820	6337	4103
1821	6342	4100
1822	6344	4096
1823	6349	4093
1824	6351	4089
1825	6354	4085
1826	6356	4081
1827	6360	4077
1828	6363	4074
1829	6366	4070
1830	6368	4065
1831	6370	4061
1832	6372	4057
1833	6374	4052
1834	6377	4048
1835	6379	4044
1836	6381	4040
1837	6383	4035
1838	6387	4032
1839	6392	4030
1840	6396	4026
1841	6400	4024
1842	6404	4020
1843	6408	4017
1844	6412	4014
1845	6417	4011
1846	6420	4008
1847	6423	4004
1848	6426	4000
1849	6428	3995
1850	6431	3992
1851	6433	3988
1852	6436	3984
1853	6438	3979
1854	6440	3975
1855	6443	3971
1856	6445	3967
1857	6451	3965
1858	6454	3961
1859	6456	3957
1860	6458	3953
1861	6464	3950
1862	6467	3946
1863	6469	3942
1864	6471	3938
1865	6473	3934
1866	6476	3930
1867	6480	3926
1868	6485	3924
1869	6489	3921
1870	6492	3917
1871	6499	3916
1872	6504	3914
1873	6511	3912
1874	6518	3911
1875	6522	3907
1876	6533	3908
1877	6536	3904
1878	6538	3901
1879	6541	3896
1880	6548	3895
1881	6551	3892
1882	6554	3888
1883	6558	3884
1884	6563	3882
1885	6566	3878
1886	6569	3874
1887	6573	3871
1888	6575	3867
1889	6578	3863
1890	6581	3859
1891	6585	3856
1892	6588	3852
1893	6591	3849
1894	6595	3845
1895	6599	3842
1896	6602	3838
1897	6608	3836
1898	6610	3832
1899	6613	3828
1900	6623	3829
1901	6629	3827
1902	6635	3825
1903	6641	3822
1904	6643	3818
1905	6645	3814
1906	6649	3810
1907	6652	3807
1908	6655	3803
1909	6658	3799
1910	6661	3796
1911	6665	3792
1912	6668	3788
1913	6671	3785
1914	6674	3781
1915	6676	3777
1916	6680	3773
1917	6683	3770
1918	6685	3766
1919	6687	3761
1920	6690	3757
1921	6692	3753
1922	6694	3749
1923	6696	3745
1924	6698	3740
1925	6701	3736
1926	6703	3732
1927	6705	3728
1928	6708	3724
1929	6710	3720
1930	6712	3716
1931	6716	3712
1932	6719	3709
1933	6725	3706
1934	6735	3707
1935	6737	3703
1936	6743	3700
1937	6749	3698
1938	6754	3696
1939	6760	3693
1940	6765	3691
1941	6768	3687
1942	6771	3683
1943	6776	3680
1944	6780	3677
1945	6782	3673
1946	6784	3669
1947	6787	3665
1948	6790	3661
1949	6794	3658
1950	6797	3654
1951	6799	3650
1952	6802	3646
1953	6806	3643
1954	6810	3640
1955	6814	3636
1956	6816	3632
1957	6820	3629
1958	6822	3625
1959	6825	3621
1960	6828	3617
1961	6830	3613
1962	6832	3609
1963	6835	3605
1964	6837	3601
1965	6840	3597
1966	6843	3593
1967	6848	3591
1968	6853	3588
1969	6857	3585
1970	6862	3582
1971	6866	3579
1972	6869	3575
1973	6874	3573
1974	6878	3570
1975	6881	3566
1976	6884	3562
1977	6886	3558
1978	6889	3554
1979	6891	3550
1980	6893	3545
1981	6895	3541
1982	6898	3537
1983	6901	3534
1984	6905	3531
1985	6907	3526
1986	6909	3522
1987	6915	3520
1988	6919	3517
1989	6921	3512
1990	6924	3509
1991	6926	3505
1992	6929	3501
1993	6933	3497
1994	6936	3494
1995	6940	3490
1996	6942	3486
1997	6944	3482
1998	6946	3478
1999	6948	3474
2000	6951	3470
2001	6957	3468
2002	6960	3464
2003	6970	3464
2004	6979	3463
2005	6985	3461
2006	6989	3458
2007	6992	3454
2008	6995	3450
2009	6999	3447
2010	7002	3443
2011	7006	3440
2012	7010	3437
2013	7014	3434
2014	7016	3430
2015	7019	3426
2016	7021	3422
2017	7025	3418
2018	7030	3415
2019	7037	3414
2020	7042	3411
2021	7045	3407
2022	7047	3403
2023	7049	3399
2024	7051	3395
2025	7054	3391
2026	7056	3387
2027	7058	3383
2028	7060	3378
2029	7063	3375
2030	7065	3371
2031	7070	3368
2032	7076	3365
2033	7078	3361
2034	7081	3358
2035	7083	3354
2036	7090	3351
2037	7094	3348
2038	7098	3345
2039	7102	3342
2040	7104	3338
2041	7108	3334
2042	7111	3331
2043	7114	3327
2044	7117	3323
2045	7120	3320
2046	7125	3317
2047	7127	3313
2048	7130	3309
2049	7132	3305
2050	7134	3301
2051	7137	3297
2052	7140	3293
2053	7143	3290
2054	7146	3286
2055	7149	3282
2056	7153	3279
2057	7156	3275
2058	7160	3272
2059	7164	3269
2060	7167	3265
2061	7171	3262
2062	7174	3258
2063	7176	3254
2064	7179	3250
2065	7181	3246
2066	7183	3242
2067	7186	3238
2068	7189	3235
2069	7195	3232
2070	7200	3229
2071	7203	3226
2072	7210	3224
2073	7214	3221
2074	7216	3217
2075	7218	3213
2076	7221	3209
2077	7224	3205
2078	7226	3201
2079	7229	3197
2080	7233	3194
2081	7238	3191
2082	7240	3187
2083	7243	3183
2084	7246	3180
2085	7248	3176
2086	7251	3172
2087	7253	3168
2088	7258	3165
2089	7261	3161
2090	7265	3158
2091	7268	3154
2092	7271	3150
2093	7273	3147
2094	7276	3143
2095	7278	3139
2096	7280	3135
2097	7282	3131
2098	7284	3127
2099	7289	3123
2100	7291	3120
2101	7296	3117
2102	7300	3113
2103	7306	3111
2104	7312	3109
2105	7316	3105
2106	7321	3103
2107	7325	3099
2108	7328	3095
2109	7330	3092
2110	7336	3089
2111	7340	3086
2112	7342	3082
2113	7346	3078
2114	7350	3075
2115	7352	3071
2116	7355	3068
2117	7359	3064
2118	7362	3061
2119	7364	3057
2120	7367	3053
2121	7370	3049
2122	7373	3045
2123	7376	3042
2124	7379	3038
2125	7382	3035
2126	7385	3031
2127	7389	3028
2128	7392	3024
2129	7394	3020
2130	7399	3017
2131	7405	3014
2132	7409	3011
2133	7411	3007
2134	7415	3004
2135	7418	3000
2136	7421	2997
2137	7427	2994
2138	7433	2992
2139	7436	2988
2140	7439	2984
2141	7445	2982
2142	7448	2978
2143	7450	2974
2144	7454	2971
2145	7460	2968
2146	7465	2965
2147	7470	2963
2148	7473	2959
2149	7475	2955
2150	7478	2951
2151	7481	2948
2152	7486	2945
2153	7490	2941
2154	7494	2938
2155	7499	2935
2156	7503	2932
2157	7507	2929
2158	7510	2925
2159	7515	2922
2160	7520	2919
2161	7522	2915
2162	7524	2911
2163	7527	2907
2164	7529	2903
2165	7531	2900
2166	7541	2898
2167	7544	2895
2168	7548	2892
2169	7551	2888
2170	7553	2884
2171	7556	2880
2172	7559	2876
2173	7561	2873
2174	7564	2869
2175	7566	2865
2176	7569	2861
2177	7572	2857
2178	7575	2854
2179	7577	2850
2180	7580	2846
2181	7583	2842
2182	7585	2838
2183	7587	2834
2184	7589	2831
2185	7593	2827
2186	7595	2823
2187	7598	2819
2188	7600	2815
2189	7603	2812
2190	7606	2808
2191	7610	2805
2192	7614	2801
2193	7616	2798
2194	7618	2794
2195	7622	2790
2196	7625	2787
2197	7628	2783
2198	7632	2780
2199	7641	2778
2200	7643	2774
2201	7649	2772
2202	7655	2769
2203	7658	2765
2204	7663	2762
2205	7666	2759
2206	7670	2756
2207	7674	2752
2208	7676	2748
2209	7678	2744
2210	7680	2740
2211	7683	2737
2212	7687	2733
2213	7691	2730
2214	7694	2726
2215	7696	2722
2216	7698	2719
2217	7702	2715
2218	7704	2711
2219	7709	2708
2220	7714	2705
2221	7719	2702
2222	7721	2699
2223	7725	2695
2224	7729	2692
2225	7731	2688
2226	7734	2684
2227	7736	2680
2228	7741	2677
2229	7747	2675
2230	7753	2672
2231	7756	2668
2232	7758	2664
2233	7763	2661
2234	7766	2658
2235	7769	2654
2236	7772	2650
2237	7776	2647
2238	7779	2644
2239	7782	2640
2240	7785	2636
2241	7789	2633
2242	7791	2629
2243	7793	2625
2244	7795	2621
2245	7798	2618
2246	7802	2614
2247	7805	2610
2248	7808	2607
2249	7810	2603
2250	7813	2599
2251	7815	2596
2252	7817	2592
2253	7820	2588
2254	7822	2584
2255	7824	2580
2256	7827	2576
2257	7829	2572
2258	7831	2568
2259	7833	2565
2260	7835	2561
2261	7838	2557
2262	7840	2553
2263	7842	2549
2264	7844	2545
2265	7846	2541
2266	7849	2538
2267	7852	2534
2268	7855	2530
2269	7857	2526
2270	7860	2523
2271	7863	2519
2272	7866	2516
2273	7873	2513
2274	7877	2510
2275	7879	2506
2276	7884	2503
2277	7890	2500
2278	7893	2497
2279	7896	2493
2280	7899	2490
2281	7901	2486
2282	7906	2483
2283	7909	2479
2284	7911	2475
2285	7914	2471
2286	7916	2468
2287	7918	2464
2288	7921	2460
2289	7923	2456
2290	7925	2452
2291	7927	2448
2292	7929	2444
2293	7931	2441
2294	7934	2437
2295	7936	2433
2296	7938	2429
2297	7942	2426
2298	7946	2422
2299	7948	2419
2300	7950	2415
2301	7953	2411
2302	7956	2407
2303	7958	2404
2304	7960	2400
2305	7963	2396
2306	7967	2393
2307	7974	2391
2308	7983	2389
2309	7988	2386
2310	7994	2383
2311	7997	2379
2312	8000	2376
2313	8003	2372
2314	8011	2370
2315	8018	2368
2316	8022	2364
2317	8025	2361
2318	8028	2357
2319	8031	2353
2320	8034	2350
2321	8037	2346
2322	8042	2343
2323	8045	2340
2324	8048	2336
2325	8051	2333
2326	8054	2329
2327	8057	2325
2328	8059	2322
2329	8061	2318
2330	8063	2314
2331	8066	2310
2332	8068	2306
2333	8071	2303
2334	8074	2299
2335	8079	2296
2336	8090	2295
2337	8095	2292
2338	8098	2288
2339	8103	2285
2340	8110	2283
2341	8113	2279
2342	8116	2275
2343	8119	2272
2344	8123	2268
2345	8126	2265
2346	8128	2261
2347	8130	2257
2348	8134	2254
2349	8136	2250
2350	8139	2246
2351	8142	2243
2352	8147	2240
2353	8150	2236
2354	8152	2232
2355	8154	2229
2356	8158	2225
2357	8161	2222
2358	8166	2219
2359	8169	2215
2360	8171	2211
2361	8174	2207
2362	8176	2204
2363	8178	2200
2364	8181	2196
2365	8183	2192
2366	8188	2189
2367	8190	2186
2368	8193	2182
2369	8196	2178
2370	8204	2176
2371	8208	2173
2372	8210	2169
2373	8218	2167
2374	8220	2163
2375	8224	2159
2376	8227	2156
2377	8231	2153
2378	8234	2149
2379	8238	2146
2380	8243	2143
2381	8246	2139
2382	8248	2135
2383	8250	2131
2384	8252	2128
2385	8255	2124
2386	8258	2120
2387	8260	2116
2388	8262	2113
2389	8264	2109
2390	8266	2105
2391	8269	2101
2392	8271	2098
2393	8273	2094
2394	8276	2090
2395	8279	2087
2396	8282	2083
2397	8286	2080
2398	8289	2076
2399	8292	2073
2400	8295	2069
2401	8297	2065
2402	8300	2062
2403	8304	2058
2404	8306	2055
2405	8315	2052
2406	8324	2050
2407	8327	2047
2408	8330	2043
2409	8335	2040
2410	8340	2037
2411	8345	2034
2412	8348	2030
2413	8351	2027
2414	8356	2024
2415	8359	2020
2416	8364	2017
2417	8366	2013
2418	8370	2010
2419	8372	2006
2420	8375	2003
2421	8377	1999
2422	8379	1995
2423	8382	1991
2424	8385	1988
2425	8387	1984
2426	8389	1980
2427	8391	1976
2428	8394	1973
2429	8398	1969
2430	8401	1966
2431	8404	1962
2432	8406	1959
2433	8411	1956
2434	8416	1952
2435	8418	1949
2436	8421	1945
2437	8429	1943
2438	8432	1939
2439	8434	1935
2440	8437	1932
2441	8440	1928
2442	8444	1925
2443	8448	1921
2444	8450	1918
2445	8453	1914
2446	8457	1911
2447	8462	1908
2448	8464	1904
2449	8467	1900
2450	8469	1897
2451	8472	1893
2452	8478	1890
2453	8481	1887
2454	8484	1883
2455	8488	1880
2456	8495	1877
2457	8498	1873
2458	8500	1870
2459	8503	1866
2460	8507	1863
2461	8511	1860
2462	8516	1856
2463	8519	1853
2464	8522	1849
2465	8527	1846
2466	8532	1843
2467	8548	1842
2468	8556	1840
2469	8563	1837
2470	8569	1834
2471	8575	1831
2472	8579	1828
2473	8582	1824
2474	8585	1821
2475	8587	1817
2476	8590	1813
2477	8594	1810
2478	8597	1806
2479	8600	1803
2480	8604	1799
2481	8607	1796
2482	8609	1792
2483	8612	1789
2484	8614	1785
2485	8617	1781
2486	8623	1778
2487	8630	1775
2488	8635	1772
2489	8638	1769
2490	8644	1766
2491	8648	1763
2492	8651	1759
2493	8653	1755
2494	8661	1753
2495	8663	1749
2496	8665	1745
2497	8667	1741
2498	8670	1738
2499	8673	1734
2500	8675	1730
2501	8681	1727
2502	8685	1724
2503	8689	1721
2504	8694	1718
2505	8702	1715
2506	8706	1712
2507	8712	1709
2508	8719	1706
2509	8724	1703
2510	8726	1699
2511	8728	1695
2512	8733	1692
2513	8737	1689
2514	8739	1685
2515	8742	1681
2516	8746	1678
2517	8758	1676
2518	8763	1673
2519	8765	1669
2520	8767	1665
2521	8771	1662
2522	8781	1660
2523	8788	1657
2524	8793	1654
2525	8798	1650
2526	8802	1647
2527	8804	1643
2528	8807	1640
2529	8810	1636
2530	8814	1633
2531	8816	1629
2532	8819	1625
2533	8825	1622
2534	8830	1619
2535	8834	1616
2536	8838	1612
2537	8843	1609
2538	8849	1606
2539	8853	1603
2540	8855	1599
2541	8858	1596
2542	8861	1592
2543	8869	1589
2544	8872	1586
2545	8874	1582
2546	8881	1579
2547	8885	1576
2548	8887	1572
2549	8892	1569
2550	8896	1565
2551	8899	1562
2552	8901	1558
2553	8903	1554
2554	8906	1551
2555	8908	1547
2556	8911	1543
2557	8913	1540
2558	8915	1536
2559	8917	1532
2560	8920	1529
2561	8923	1525
2562	8926	1521
2563	8928	1518
2564	8930	1514
2565	8932	1510
2566	8935	1507
2567	8938	1503
2568	8940	1499
2569	8942	1496
2570	8944	1492
2571	8946	1488
2572	8949	1485
2573	8951	1481
2574	8953	1477
2575	8956	1474
2576	8958	1470
2577	8960	1466
2578	8962	1463
2579	8965	1459
2580	8968	1455
2581	8970	1452
2582	8972	1448
2583	8975	1444
2584	8977	1441
2585	8979	1437
2586	8983	1434
2587	8987	1430
2588	8992	1427
2589	8998	1424
2590	9000	1420
2591	9002	1417
2592	9004	1413
2593	9006	1409
2594	9009	1406
2595	9011	1402
2596	9013	1398
2597	9015	1395
2598	9017	1391
2599	9020	1387
2600	9022	1384
2601	9024	1380
2602	9026	1376
2603	9029	1373
2604	9031	1369
2605	9033	1365
2606	9035	1362
2607	9037	1358
2608	9042	1355
2609	9045	1351
2610	9048	1348
2611	9050	1344
2612	9052	1340
2613	9054	1337
2614	9058	1333
2615	9061	1330
2616	9063	1326
2617	9065	1322
2618	9067	1319
2619	9069	1315
2620	9072	1311
2621	9074	1308
2622	9076	1304
2623	9079	1300
2624	9081	1297
2625	9084	1293
2626	9086	1290
2627	9089	1286
2628	9091	1282
2629	9093	1279
2630	9096	1275
2631	9099	1272
2632	9101	1268
2633	9103	1264
2634	9105	1261
2635	9108	1257
2636	9110	1254
2637	9113	1250
2638	9115	1246
2639	9117	1243
2640	9120	1239
2641	9122	1236
2642	9124	1232
2643	9134	1229
2644	9140	1226
2645	9143	1223
2646	9148	1220
2647	9151	1216
2648	9155	1213
2649	9159	1209
2650	9165	1206
2651	9168	1203
2652	9172	1199
2653	9175	1196
2654	9177	1192
2655	9181	1189
2656	9184	1185
2657	9188	1182
2658	9190	1178
2659	9193	1175
2660	9197	1171
2661	9199	1168
2662	9202	1164
2663	9204	1160
2664	9206	1157
2665	9208	1153
2666	9211	1150
2667	9213	1146
2668	9216	1142
2669	9218	1139
2670	9220	1135
2671	9222	1132
2672	9225	1128
2673	9227	1124
2674	9229	1121
2675	9231	1117
2676	9235	1114
2677	9239	1110
2678	9241	1107
2679	9243	1103
2680	9247	1100
2681	9257	1097
2682	9260	1094
2683	9264	1090
2684	9269	1087
2685	9274	1084
2686	9279	1080
2687	9282	1077
2688	9285	1073
2689	9288	1070
2690	9292	1067
2691	9295	1063
2692	9297	1059
2693	9301	1056
2694	9305	1053
2695	9307	1049
2696	9311	1046
2697	9314	1042
2698	9318	1039
2699	9321	1035
2700	9323	1032
2701	9326	1028
2702	9329	1025
2703	9331	1021
2704	9336	1018
2705	9341	1014
2706	9346	1011
2707	9349	1008
2708	9354	1004
2709	9361	1001
2710	9370	998
2711	9373	995
2712	9380	992
2713	9386	989
2714	9392	985
2715	9395	982
2716	9398	978
2717	9402	975
2718	9407	972
2719	9410	968
2720	9412	965
2721	9415	961
2722	9418	958
2723	9420	954
2724	9424	951
2725	9429	947
2726	9432	944
2727	9434	940
2728	9437	937
2729	9439	933
2730	9442	930
2731	9445	926
2732	9448	923
2733	9455	919
2734	9459	916
2735	9463	913
2736	9465	909
2737	9468	906
2738	9471	902
2739	9476	899
2740	9481	895
2741	9483	892
2742	9486	888
2743	9495	885
2744	9498	882
2745	9501	878
2746	9504	875
2747	9506	871
2748	9509	868
2749	9511	864
2750	9515	861
2751	9519	857
2752	9521	854
2753	9525	850
2754	9528	847
2755	9533	844
2756	9535	840
2757	9537	836
2758	9541	833
2759	9544	829
2760	9547	826
2761	9551	823
2762	9554	819
2763	9557	816
2764	9559	812
2765	9563	809
2766	9566	805
2767	9569	802
2768	9574	798
2769	9577	795
2770	9580	791
2771	9582	788
2772	9585	784
2773	9590	781
2774	9595	778
2775	9598	774
2776	9600	770
2777	9603	767
2778	9605	763
2779	9609	760
2780	9611	756
2781	9614	753
2782	9619	750
2783	9630	747
2784	9634	743
2785	9637	740
2786	9643	737
2787	9645	733
2788	9648	729
2789	9651	726
2790	9654	722
2791	9656	719
2792	9660	715
2793	9663	712
2794	9666	708
2795	9668	705
2796	9671	701
2797	9673	698
2798	9675	694
2799	9677	691
2800	9680	687
2801	9682	684
2802	9685	680
2803	9687	677
2804	9689	673
2805	9691	670
2806	9696	666
2807	9702	663
2808	9711	660
2809	9716	656
2810	9725	653
2811	9728	650
2812	9735	647
2813	9739	643
2814	9742	640
2815	9746	636
2816	9752	633
2817	9756	630
2818	9762	626
2819	9766	623
2820	9769	619
2821	9772	616
2822	9775	612
2823	9778	609
2824	9781	605
2825	9784	602
2826	9787	598
2827	9789	595
2828	9792	591
2829	9794	588
2830	9796	584
2831	9798	581
2832	9800	577
2833	9803	574
2834	9808	570
2835	9814	567
2836	9822	564
2837	9825	560
2838	9831	557
2839	9835	554
2840	9839	550
2841	9842	547
2842	9846	543
2843	9851	540
2844	9855	536
2845	9859	533
2846	9863	530
2847	9865	526
2848	9868	523
2849	9871	519
2850	9873	516
2851	9875	512
2852	9879	509
2853	9881	505
2854	9883	501
2855	9886	498
2856	9889	494
2857	9891	491
2858	9893	487
2859	9896	484
2860	9898	480
2861	9900	477
2862	9902	473
2863	9904	470
2864	9907	466
2865	9909	463
2866	9913	459
2867	9915	456
2868	9917	452
2869	9922	449
2870	9927	446
2871	9930	442
2872	9933	439
2873	9939	435
2874	9942	432
2875	9946	428
2876	9949	425
2877	9952	421
2878	9959	418
2879	9967	415
2880	9971	411
2881	9975	408
2882	9977	404
2883	9980	401
2884	9982	397
2885	9985	394
2886	9987	390
2887	9989	387
2888	9992	383
2889	9994	380
2890	9996	376
2891	9999	373
2892	10001	369
2893	10003	366
2894	10005	362
2895	10007	359
2896	10010	355
2897	10012	352
2898	10016	348
2899	10020	345
2900	10023	342
2901	10025	338
2902	10028	335
2903	10031	331
2904	10035	328
2905	10041	324
2906	10049	321
2907	10054	318
2908	10057	314
2909	10063	311
2910	10066	307
2911	10071	304
2912	10073	300
2913	10077	297
2914	10080	293
2915	10084	290
2916	10087	287
2917	10089	283
2918	10093	280
2919	10096	276
2920	10098	273
2921	10103	269
2922	10106	266
2923	10110	262
2924	10116	259
2925	10119	255
2926	10121	252
2927	10125	248
2928	10132	245
2929	10138	242
2930	10142	238
2931	10148	235
2932	10150	231
2933	10152	228
2934	10163	225
2935	10166	221
2936	10169	218
2937	10174	214
2938	10177	211
2939	10179	207
2940	10182	204
2941	10184	200
2942	10187	197
2943	10191	193
2944	10194	190
2945	10197	186
2946	10201	183
2947	10203	179
2948	10206	176
2949	10209	173
2950	10211	169
2951	10213	166
2952	10217	162
2953	10219	159
2954	10223	155
2955	10226	152
2956	10229	148
2957	10231	145
2958	10234	141
2959	10237	138
2960	10239	134
2961	10242	131
2962	10244	127
2963	10246	124
2964	10248	120
2965	10251	117
2966	10253	114
2967	10255	110
2968	10257	107
2969	10261	103
2970	10267	100
2971	10273	96
2972	10276	93
2973	10281	89
2974	10284	86
2975	10287	82
2976	10293	79
2977	10298	76
2978	10300	72
2979	10303	69
2980	10305	65
2981	10308	62
2982	10311	58
2983	10313	55
2984	10316	51
2985	10320	48
2986	10322	44
2987	10325	41
2988	10327	38
2989	10329	34
2990	10332	31
2991	10334	27
2992	10336	24
2993	10338	20
2994	10341	17
2995	10343	13
2996	10345	10
2997	10347	6
2998	10350	3
2999	10352	0
